,Param1,Param2,Param3,Param4,Param5,Param6,sc_param1,sc_param2,sc_param3,sc_param4,sc_param5,sc_param6,"PR_kappa_A[emimTf2N,R32]","PR_kappa_A[R32,emimTf2N]","PR_kappa_B[emimTf2N,R32]","PR_kappa_B[R32,emimTf2N]","PR_kappa_C[emimTf2N,R32]","PR_kappa_C[R32,emimTf2N]",SSR
0,0.526236342831998,0.59567516349226,0.997558531946219,0.210112896695628,0.895750233901945,0.580518135151595,0.10494216509195597,0.382672759479985,1.9905664716032523,-1.159643176594666,1.5831667927851591,0.32207270290758583,,,,,,,
1,0.274364124229836,0.198176113109612,0.574209420609957,0.555539346488041,0.43583239795602,0.862057726185172,-0.9028993620044046,-1.2075527744271564,0.29697601736380275,0.22230114106633803,-0.2565914222764234,1.4483934275117463,,,,,,,
2,0.243434134686915,0.636332340393527,0.0318650676734322,0.0964223343401588,0.357952829724377,0.462203713454519,-1.026662626039688,0.5453249237624807,-1.8726499354220216,-1.6144839298526856,-0.5681244054340076,-0.1512532143737244,,,,,,,
3,0.838535567667776,0.816535809996796,0.197909912823497,0.803169899866983,0.924912528935124,0.247926028841126,1.3545763225083092,1.2662427684363733,-1.2083944611771416,1.2129943445744469,1.699821481218788,-1.0084875241709395,,,,,,,
4,0.327871828940526,0.811058224424746,0.622707433605209,0.0876769691994741,0.808618713307916,0.673145258482835,-0.6887936256658433,1.2443292659199519,0.49099029460909005,-1.6494714291287336,1.234624252629096,0.6926346131719181,,,,,,,
5,0.489483243457183,0.848048846688135,0.991938294447618,0.295423093894896,0.178159597529414,0.724748018698978,-0.04212169135481392,1.3923130962755952,1.968082946013355,-0.8183434807291134,-1.2873312943402446,0.8990754127228748,,,,,,,
6,0.247545427022519,0.129162107755225,0.135438956446145,0.512255012500041,0.438665930893158,0.0956155743216628,-1.0102117003724969,-1.4836486126589783,-1.4583069153546024,0.049133917090279144,-0.24525675531786684,-1.617817177841891,,,,,,,
7,0.153664264797441,0.218836473450551,0.559925301170751,0.614458292656469,0.939139399039782,0.452910161999851,-1.3858677946714637,-1.1248994133128178,0.23983299360004073,0.4580176095329689,1.7567316488704208,-0.18843277967088112,,,,,,,
8,0.162237932434803,0.875478971274318,0.8881415839649,0.0199070396118678,0.582217652215707,0.548376084799257,-1.3515611199122912,1.502049420106336,1.5528485369930425,-1.9205979429152753,0.3289772446447752,0.19348596556736153,,,,,,,
9,0.635904994429997,0.130798274489055,0.186242016035809,0.20248111128699,0.9791388970883,0.0520906494475863,0.5437703213472855,-1.4771030017566094,-1.2550713953941686,-1.1901755880107967,1.9167371963433677,-1.7919419776348442,,,,,,,
