,Param1,Param2,Param3,sc_param1,sc_param2,sc_param3,"PR_kappa_A[emimTf2N,R125]","PR_kappa_A[R125,emimTf2N]","PR_kappa_B[emimTf2N,R125]",SSR
0,0.590627937242759,0.473396162640126,0.567118897366579,0.18264364048077497,-0.05007967252834966,0.13375230526384319,,,,
1,0.0924206282420954,0.219842598621251,0.824439646010416,-0.8200628563804049,-0.5589842819421518,0.6494371679597566,,,,
2,0.38198335982754,0.343457511941981,0.0507937883566653,-0.2372804945720426,-0.310878129600613,-0.9009914701585078,,,,
3,0.053751106247803,0.659045042541833,0.74299975761301,-0.8978902592179285,0.322534181589887,0.4862271746439195,,,,
4,0.396842621803166,0.776562562151081,0.66041353340375,-0.20737431244193938,0.5584023211186657,0.32071986162551336,,,,
5,0.646596286743465,0.500342086894004,0.871521088999047,0.29528716587490034,0.0040031999044465305,0.7437909563389555,,,,
6,0.583119279892361,0.643969569559911,0.345339205897084,0.16753149866364536,0.29227636321024786,-0.3107063337963446,,,,
7,0.980708671278308,0.30701527376839,0.502690110554068,0.9677314528261813,-0.38402095074634734,0.004633490492084169,,,,
8,0.42769583223228,0.281561081212566,0.450695622898002,-0.14527824522776578,-0.4351097846607507,-0.09956630827725188,,,,
9,0.783671257287913,0.152061945670867,0.18869804720677,0.5711682319268432,-0.6950260956275625,-0.6246237883252411,,,,
10,0.566761135390676,0.876082755239822,0.829799153643224,0.13460862203757862,0.7581482217081039,0.6601779145661164,,,,
11,0.03657801767558,0.269523221450211,0.0454208894886546,-0.9324533159444157,-0.45927084248001027,-0.9117590535330771,,,,
12,0.514102810649393,0.920206728126034,0.516619483112427,0.028626948589588475,0.8467089693131793,0.03254871541294735,,,,
13,0.402703051445031,0.122504956973057,0.245620004228566,-0.19557944157165263,-0.7543496071976362,-0.5105490712809628,,,,
14,0.246159824737651,0.627089738498615,0.902676053973936,-0.5106428852894029,0.2583970372916411,0.8062272111689504,,,,
15,0.261303301565065,0.265727266842515,0.539154365696304,-0.4801646840956616,-0.46688966181886304,0.07770985337939962,,,,
16,0.421703752519784,0.525759674912318,0.117497249818692,-0.15733807885301243,0.0550185652484656,-0.7673140829028134,,,,
17,0.932628699056211,0.56287558991721,0.854947753987473,0.8709643046028754,0.12951351585856385,0.7105770859655001,,,,
18,0.335696713890158,0.0525112035417496,0.0400974037461205,-0.3304383422407613,-0.8948333108647393,-0.9224276102999552,,,,
19,0.298960600443949,0.432617453582257,0.151354575544,-0.4043745108927833,-0.13192617737159873,-0.6994621492366612,,,,
20,0.377249763732713,0.209408085155623,0.228821830121717,-0.2468074675249693,-0.5799272807921036,-0.5442135315061369,,,,
21,0.494270002906077,0.933105325878392,0.772302267616491,-0.011289136172618841,0.8725976050203896,0.5449510083317579,,,,
22,0.80270509410704,0.730933039001508,0.370134769139431,0.6094762846067947,0.46681979990258515,-0.26101466806986295,,,,
23,0.271815711815895,0.127512035887536,0.0175457395757334,-0.45900710196921546,-0.7442999533931749,-0.9676223794841811,,,,
24,0.042758587630369,0.355396589020877,0.810358044557705,-0.9200141213842177,-0.2869153374343607,0.621216868003569,,,,
25,0.318293509068635,0.28932837628397,0.372123101843838,-0.3654645376126233,-0.4195201309329082,-0.2570299405145847,,,,
26,0.313537712487959,0.278653797649457,0.777387200262385,-0.37503619190801973,-0.4409449619806364,0.5551414916376542,,,,
27,0.823027941382248,0.577529259005543,0.876914360320772,0.6503786371604809,0.15892473621641323,0.7545993672256932,,,,
28,0.148621133601065,0.832898697533631,0.666339300638903,-0.7069520873646791,0.671473967670656,0.3325954234647084,,,,
29,0.80446881044764,0.461068254879586,0.555403717164768,0.6130259913280531,-0.07482288254017955,0.11027444300178879,,,,
30,0.860286975459702,0.825054865767021,0.894022724898754,0.7253672510593299,0.6557306979716466,0.7888854661308373,,,,
31,0.557749464984982,0.415760397413238,0.120605222445571,0.11647147250140244,-0.1657597920508328,-0.7610855356682756,,,,
32,0.0347880572605221,0.763091797554982,0.101288856274279,-0.9360558422519945,0.5313652955425918,-0.7997965906038966,,,,
33,0.504919412740734,0.350134882122646,0.0342162870833849,0.01014417529438294,-0.29747605230443386,-0.9342136899484301,,,,
