,Param1,Param2,sc_param1,sc_param2,"PR_kappa_A[emimTf2N,R32]","PR_kappa_A[R32,emimTf2N]",SSR
0,0.590627937242759,0.473396162640126,0.36528728096154994,-0.10015934505669932,,,
1,0.0924206282420954,0.219842598621251,-1.6401257127608098,-1.1179685638843035,,,
2,0.38198335982754,0.343457511941981,-0.4745609891440852,-0.621756259201226,,,
3,0.053751106247803,0.659045042541833,-1.795780518435857,0.645068363179774,,,
4,0.396842621803166,0.776562562151081,-0.41474862488387876,1.1168046422373314,,,
5,0.646596286743465,0.500342086894004,0.5905743317498007,0.008006399808893061,,,
6,0.583119279892361,0.643969569559911,0.3350629973272907,0.5845527264204957,,,
7,0.980708671278308,0.30701527376839,1.9354629056523627,-0.7680419014926947,,,
8,0.42769583223228,0.281561081212566,-0.29055649045553156,-0.8702195693215014,,,
9,0.783671257287913,0.152061945670867,1.1423364638536864,-1.390052191255125,,,
10,0.566761135390676,0.876082755239822,0.26921724407515724,1.5162964434162078,,,
11,0.03657801767558,0.269523221450211,-1.8649066318888314,-0.9185416849600205,,,
12,0.514102810649393,0.920206728126034,0.05725389717917695,1.6934179386263586,,,
13,0.402703051445031,0.122504956973057,-0.39115888314330527,-1.5086992143952724,,,
14,0.246159824737651,0.627089738498615,-1.0212857705788059,0.5167940745832822,,,
15,0.261303301565065,0.265727266842515,-0.9603293681913232,-0.9337793236377261,,,
16,0.421703752519784,0.525759674912318,-0.31467615770602486,0.1100371304969312,,,
17,0.932628699056211,0.56287558991721,1.7419286092057509,0.2590270317171277,,,
18,0.335696713890158,0.0525112035417496,-0.6608766844815226,-1.7896666217294785,,,
19,0.298960600443949,0.432617453582257,-0.8087490217855666,-0.26385235474319746,,,
20,0.377249763732713,0.209408085155623,-0.4936149350499386,-1.1598545615842073,,,
21,0.494270002906077,0.933105325878392,-0.022578272345237682,1.7451952100407793,,,
22,0.80270509410704,0.730933039001508,1.2189525692135894,0.9336395998051703,,,
23,0.271815711815895,0.127512035887536,-0.9180142039384309,-1.4885999067863498,,,
24,0.042758587630369,0.355396589020877,-1.8400282427684354,-0.5738306748687214,,,
25,0.318293509068635,0.28932837628397,-0.7309290752252466,-0.8390402618658164,,,
26,0.313537712487959,0.278653797649457,-0.7500723838160395,-0.8818899239612727,,,
27,0.823027941382248,0.577529259005543,1.3007572743209619,0.31784947243282646,,,
28,0.148621133601065,0.832898697533631,-1.4139041747293581,1.342947935341312,,,
29,0.80446881044764,0.461068254879586,1.2260519826561063,-0.1496457650803591,,,
30,0.860286975459702,0.825054865767021,1.4507345021186597,1.3114613959432933,,,
31,0.557749464984982,0.415760397413238,0.23294294500280488,-0.3315195841016656,,,
32,0.0347880572605221,0.763091797554982,-1.872111684503989,1.0627305910851836,,,
33,0.504919412740734,0.350134882122646,0.02028835058876588,-0.5949521046088677,,,
34,0.709971119210432,0.952404168316432,0.8456743879074753,1.8226642048945698,,,
