,sc_param1,sc_param2
0,0.18264364048077497,-0.0047972600387188
1,-0.8200628563804049,-0.0047972600387188
2,-0.2372804945720426,-0.0047972600387188
3,-0.8978902592179285,-0.0047972600387188
4,-0.20737431244193938,-0.0047972600387188
5,0.29528716587490034,-0.0047972600387188
6,0.16753149866364536,-0.0047972600387188
7,0.9677314528261813,-0.0047972600387188
8,-0.14527824522776578,-0.0047972600387188
9,0.5711682319268432,-0.0047972600387188
10,0.13460862203757862,-0.0047972600387188
11,-0.9324533159444157,-0.0047972600387188
12,0.028626948589588475,-0.0047972600387188
13,-0.19557944157165263,-0.0047972600387188
14,-0.5106428852894029,-0.0047972600387188
15,-0.4801646840956616,-0.0047972600387188
16,-0.15733807885301243,-0.0047972600387188
17,0.8709643046028754,-0.0047972600387188
18,-0.3304383422407613,-0.0047972600387188
19,-0.4043745108927833,-0.0047972600387188
20,-0.2468074675249693,-0.0047972600387188
21,-0.011289136172618841,-0.0047972600387188
22,0.6094762846067947,-0.0047972600387188
23,-0.45900710196921546,-0.0047972600387188
24,-0.9200141213842177,-0.0047972600387188
25,-0.3654645376126233,-0.0047972600387188
26,-0.37503619190801973,-0.0047972600387188
27,0.6503786371604809,-0.0047972600387188
28,-0.7069520873646791,-0.0047972600387188
29,0.6130259913280531,-0.0047972600387188
30,0.7253672510593299,-0.0047972600387188
31,0.11647147250140244,-0.0047972600387188
32,-0.9360558422519945,-0.0047972600387188
33,0.01014417529438294,-0.0047972600387188
34,0.42283719395373764,-0.0047972600387188
35,0.37368585472006743,-0.0047972600387188
36,0.807818059028732,-0.0047972600387188
37,0.3940430316265231,-0.0047972600387188
38,0.9042026113937456,-0.0047972600387188
39,-0.9762713365668347,-0.0047972600387188
40,0.6343566873026971,-0.0047972600387188
41,-0.8878691434863782,-0.0047972600387188
42,0.03822541010007208,-0.0047972600387188
43,0.28804463642631495,-0.0047972600387188
44,0.49033010940222055,-0.0047972600387188
45,-0.4157120063978259,-0.0047972600387188
46,0.22341648525418556,-0.0047972600387188
47,0.7952512684026667,-0.0047972600387188
48,0.27743241589271195,-0.0047972600387188
49,0.5794670094857921,-0.0047972600387188
50,-0.022484720101916267,-0.0047972600387188
51,-0.21741814361893363,-0.0047972600387188
52,0.7870429429183157,-0.0047972600387188
53,0.40033624548111657,-0.0047972600387188
54,0.6550536533032274,-0.0047972600387188
55,-0.9869574186632416,-0.0047972600387188
56,-0.7783410381674671,-0.0047972600387188
57,0.1026793215426316,-0.0047972600387188
58,0.7167706790307826,-0.0047972600387188
59,-0.43690339746910445,-0.0047972600387188
60,0.5597439079888449,-0.0047972600387188
61,0.25679447584736437,-0.0047972600387188
62,0.443846306324575,-0.0047972600387188
63,0.8194803178266752,-0.0047972600387188
64,0.5229866621717465,-0.0047972600387188
65,-0.558185852844846,-0.0047972600387188
66,-0.8852250433144515,-0.0047972600387188
67,-0.6777070413868457,-0.0047972600387188
68,0.44070680841130705,-0.0047972600387188
69,-0.7444664679099049,-0.0047972600387188
70,-0.49591466337785084,-0.0047972600387188
71,-0.11562933226203664,-0.0047972600387188
72,-0.07768545615468603,-0.0047972600387188
73,-0.7817036812636626,-0.0047972600387188
74,0.007728284874358504,-0.0047972600387188
75,-0.8051737546568881,-0.0047972600387188
76,-0.6643585079610057,-0.0047972600387188
77,0.476102661299167,-0.0047972600387188
78,-0.29429130099451073,-0.0047972600387188
79,-0.3502081913043473,-0.0047972600387188
80,0.6229986262227898,-0.0047972600387188
81,0.9791255536897203,-0.0047972600387188
82,0.9642009592522276,-0.0047972600387188
83,0.17245012049851205,-0.0047972600387188
84,-0.47178097072382497,-0.0047972600387188
85,-0.3922940895193687,-0.0047972600387188
86,0.3445324487845354,-0.0047972600387188
87,0.1589291573694065,-0.0047972600387188
88,-0.579576669757365,-0.0047972600387188
89,0.9398073924448227,-0.0047972600387188
90,-0.284375390705253,-0.0047972600387188
91,-0.6892805097486092,-0.0047972600387188
92,-0.31056789866115775,-0.0047972600387188
93,-0.770643354021928,-0.0047972600387188
94,0.5325082213983787,-0.0047972600387188
95,0.588772158625728,-0.0047972600387188
96,0.19282705706722125,-0.0047972600387188
97,-0.8009914106153397,-0.0047972600387188
98,-0.5958584167546113,-0.0047972600387188
99,0.5493156940884014,-0.0047972600387188
100,-0.2518573312554493,-0.0047972600387188
101,0.6987421718075857,-0.0047972600387188
102,-0.7103552093805969,-0.0047972600387188
103,0.3855217343177988,-0.0047972600387188
104,-0.605106098248309,-0.0047972600387188
105,-0.23188041377080237,-0.0047972600387188
106,-0.2794728006707,-0.0047972600387188
107,0.8878621021093942,-0.0047972600387188
108,0.6904466383773307,-0.0047972600387188
109,0.2488961469680251,-0.0047972600387188
110,0.7485469043482644,-0.0047972600387188
111,-0.5172127163951745,-0.0047972600387188
112,-0.8342520257175144,-0.0047972600387188
113,0.3574711827263357,-0.0047972600387188
114,0.0841770341525645,-0.0047972600387188
115,0.04693333118846965,-0.0047972600387188
116,-0.4458308382672087,-0.0047972600387188
117,0.7144502875681378,-0.0047972600387188
118,0.6375697181219153,-0.0047972600387188
119,-0.9638652714947081,-0.0047972600387188
120,-0.055030879972021274,-0.0047972600387188
121,0.9307465565371782,-0.0047972600387188
122,-0.09429007235951292,-0.0047972600387188
123,0.7081256268447833,-0.0047972600387188
124,0.08913336723112253,-0.0047972600387188
125,-0.16629934085440357,-0.0047972600387188
126,-0.9115584821025494,-0.0047972600387188
127,-0.005678944830490473,-0.0047972600387188
128,0.7772901638504741,-0.0047972600387188
