,sc_param1,sc_param2,sc_param4
0,-0.0224847201019162,-0.0047972600387188,0.27623618908057135
1,-0.0224847201019162,-0.0047972600387188,-0.1857775690661656
2,-0.0224847201019162,-0.0047972600387188,0.07647882931649375
3,-0.0224847201019162,-0.0047972600387188,0.5141066112564026
4,-0.0224847201019162,-0.0047972600387188,-0.06420699416255748
5,-0.0224847201019162,-0.0047972600387188,-0.7504854414013812
6,-0.0224847201019162,-0.0047972600387188,-0.47415393484496426
7,-0.0224847201019162,-0.0047972600387188,0.861322275812936
8,-0.0224847201019162,-0.0047972600387188,0.1095660118570354
9,-0.0224847201019162,-0.0047972600387188,0.031654651748407536
10,-0.0224847201019162,-0.0047972600387188,0.9183261002493328
11,-0.0224847201019162,-0.0047972600387188,-0.5137972745681672
12,-0.0224847201019162,-0.0047972600387188,0.8159779598902979
13,-0.0224847201019162,-0.0047972600387188,0.06568788655458935
14,-0.0224847201019162,-0.0047972600387188,0.5004783061332456
15,-0.0224847201019162,-0.0047972600387188,0.3755858588281604
16,-0.0224847201019162,-0.0047972600387188,-0.7310153608560745
17,-0.0224847201019162,-0.0047972600387188,0.9840952308450486
18,-0.0224847201019162,-0.0047972600387188,-0.23468407313914474
19,-0.0224847201019162,-0.0047972600387188,-0.8433863533718833
20,-0.0224847201019162,-0.0047972600387188,-0.7964068161613859
21,-0.0224847201019162,-0.0047972600387188,0.9819679646229036
22,-0.0224847201019162,-0.0047972600387188,0.08968056521643586
23,-0.0224847201019162,-0.0047972600387188,-0.13807150960435777
24,-0.0224847201019162,-0.0047972600387188,0.2557039417881699
25,-0.0224847201019162,-0.0047972600387188,-0.587236676367046
26,-0.0224847201019162,-0.0047972600387188,0.4138874939212407
27,-0.0224847201019162,-0.0047972600387188,-0.521549778415454
28,-0.0224847201019162,-0.0047972600387188,0.23194006408472134
29,-0.0224847201019162,-0.0047972600387188,0.9604685092709699
30,-0.0224847201019162,-0.0047972600387188,0.46249526802545415
31,-0.0224847201019162,-0.0047972600387188,0.973982524044886
32,-0.0224847201019162,-0.0047972600387188,0.5747320582435902
33,-0.0224847201019162,-0.0047972600387188,-0.030075279418314893
34,-0.0224847201019162,-0.0047972600387188,-0.20001256840314163
35,-0.0224847201019162,-0.0047972600387188,0.24176027082634577
36,-0.0224847201019162,-0.0047972600387188,-0.4041660265476038
37,-0.0224847201019162,-0.0047972600387188,-0.21541625098886286
38,-0.0224847201019162,-0.0047972600387188,0.32305952299264695
39,-0.0224847201019162,-0.0047972600387188,0.6677037067837452
40,-0.0224847201019162,-0.0047972600387188,-0.3703862759379922
41,-0.0224847201019162,-0.0047972600387188,0.29808074017312824
42,-0.0224847201019162,-0.0047972600387188,-0.08418016660109573
43,-0.0224847201019162,-0.0047972600387188,-0.6941947909653505
44,-0.0224847201019162,-0.0047972600387188,-0.4112908980393344
45,-0.0224847201019162,-0.0047972600387188,-0.805162326636981
46,-0.0224847201019162,-0.0047972600387188,0.7480361015042318
47,-0.0224847201019162,-0.0047972600387188,0.35617498463962294
48,-0.0224847201019162,-0.0047972600387188,0.6800888023793148
49,-0.0224847201019162,-0.0047972600387188,0.9296205022807316
50,-0.0224847201019162,-0.0047972600387188,0.22118932669385605
51,-0.0224847201019162,-0.0047972600387188,-0.07268038518953768
52,-0.0224847201019162,-0.0047972600387188,0.06050867858184894
53,-0.0224847201019162,-0.0047972600387188,1.0
54,-0.0224847201019162,-0.0047972600387188,0.20091122213189694
55,-0.0224847201019162,-0.0047972600387188,0.7121631618948301
56,-0.0224847201019162,-0.0047972600387188,-0.11860535491029733
57,-0.0224847201019162,-0.0047972600387188,-0.9504026573078359
58,-0.0224847201019162,-0.0047972600387188,-0.5346561117789914
59,-0.0224847201019162,-0.0047972600387188,0.03748579598361301
60,-0.0224847201019162,-0.0047972600387188,-0.8183386216351374
61,-0.0224847201019162,-0.0047972600387188,-0.1521419770798701
62,-0.0224847201019162,-0.0047972600387188,-0.6324542582078243
63,-0.0224847201019162,-0.0047972600387188,-0.3412711375283798
64,-0.0224847201019162,-0.0047972600387188,-0.7828541207453082
65,-0.0224847201019162,-0.0047972600387188,-0.23042431741485736
66,-0.0224847201019162,-0.0047972600387188,0.456659677477359
67,-0.0224847201019162,-0.0047972600387188,0.5937773441221981
68,-0.0224847201019162,-0.0047972600387188,0.8729928532001985
69,-0.0224847201019162,-0.0047972600387188,0.5371505254769684
70,-0.0224847201019162,-0.0047972600387188,-0.3141038965341043
71,-0.0224847201019162,-0.0047972600387188,0.7812978418021486
72,-0.0224847201019162,-0.0047972600387188,-0.01691443950296756
73,-0.0224847201019162,-0.0047972600387188,-0.4889132460688932
74,-0.0224847201019162,-0.0047972600387188,-0.6585506907099312
75,-0.0224847201019162,-0.0047972600387188,-0.9120470125831062
76,-0.0224847201019162,-0.0047972600387188,-0.6437626299877613
77,-0.0224847201019162,-0.0047972600387188,0.86613518168927
78,-0.0224847201019162,-0.0047972600387188,-0.7954401927479204
79,-0.0224847201019162,-0.0047972600387188,0.6870804638573575
80,-0.0224847201019162,-0.0047972600387188,-0.7147481001258267
81,-0.0224847201019162,-0.0047972600387188,0.7179224010137388
82,-0.0224847201019162,-0.0047972600387188,0.12801848710306585
83,-0.0224847201019162,-0.0047972600387188,-0.6192413572356302
84,-0.0224847201019162,-0.0047972600387188,0.6335898919223011
85,-0.0224847201019162,-0.0047972600387188,0.6116905911865342
86,-0.0224847201019162,-0.0047972600387188,-0.8337526396777827
87,-0.0224847201019162,-0.0047972600387188,-0.6373519550248166
88,-0.0224847201019162,-0.0047972600387188,0.14239625408556567
89,-0.0224847201019162,-0.0047972600387188,-0.34646004882079384
90,-0.0224847201019162,-0.0047972600387188,-0.49563017846849067
91,-0.0224847201019162,-0.0047972600387188,0.6191567103816182
92,-0.0224847201019162,-0.0047972600387188,0.18811671305449096
93,-0.0224847201019162,-0.0047972600387188,0.38548639960742603
94,-0.0224847201019162,-0.0047972600387188,0.4227246225141148
95,-0.0224847201019162,-0.0047972600387188,0.8916113797119423
96,-0.0224847201019162,-0.0047972600387188,-0.7610719665067258
97,-0.0224847201019162,-0.0047972600387188,0.1611665482355762
98,-0.0224847201019162,-0.0047972600387188,-0.12099265111335522
99,-0.0224847201019162,-0.0047972600387188,-0.00843880140577924
100,-0.0224847201019162,-0.0047972600387188,-0.5730754896952137
101,-0.0224847201019162,-0.0047972600387188,0.5209741161310173
102,-0.0224847201019162,-0.0047972600387188,-0.49956730819691897
103,-0.0224847201019162,-0.0047972600387188,-0.615793465872835
104,-0.0224847201019162,-0.0047972600387188,0.7498907627583491
105,-0.0224847201019162,-0.0047972600387188,-0.9277191462250844
106,-0.0224847201019162,-0.0047972600387188,-0.9226667817156919
107,-0.0224847201019162,-0.0047972600387188,-0.22252584328578762
108,-0.0224847201019162,-0.0047972600387188,-0.8839718243514166
109,-0.0224847201019162,-0.0047972600387188,0.9973014228985695
110,-0.0224847201019162,-0.0047972600387188,0.20774467195613444
