,sc_param1,sc_param2,sc_param3,sc_param4,sc_param5,sc_param6,sc_param7,sc_param8
0,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.21310752020629842,-0.8391518984299015
1,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.49149008083899415,0.5243768642301176
2,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.4175425469804197,0.4884582419038075
3,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.8509360157951027,-0.008095499494237268
4,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.398936420607094,0.12103040045804914
5,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.3847203122232494,0.06158111401183208
6,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.28875817740798193,0.13200919864014904
7,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.48647670230537,-0.5721778688802445
8,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.7721072816377799,0.5856260465116074
9,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.5120566142164907,0.36838569486909667
10,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.0949973331756151,0.41902969197456996
11,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.1889839468731589,-0.7025655300552618
12,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.38802387531589144,-1.0
13,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.10677619859464049,0.43382387248349374
14,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.35513643921101135,0.6170594746640734
15,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.881266277880663,-0.015463644593432857
16,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.35988898265127856,-0.8824177825506428
17,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.6229657015205053,-0.4006994961555622
18,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.33219449432779347,0.8959891914153579
19,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.923015163502433,0.6903907364003887
20,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.5889914428662026,0.3290289465466567
21,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-1.0,-0.6577775254184608
22,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.23251918370211744,0.3157877661554396
23,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.38807992241638534,-0.8021067898215462
24,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.9215895617222911,-0.02104846878631972
25,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.12054437684482278,-0.21907440539704248
26,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.629292441252202,0.2681456128347737
27,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,0.16498897652025346,-0.23490810294782993
28,-0.9324533159444156,-0.4592708424800102,-0.9117590535330772,-0.5137972745681672,0.6922967839393388,0.9365314823180289,-0.5862098805335645,-0.9666407566725248
