,sc_param1,sc_param2,sc_param3
0,-0.0550308799720212,0.0040031999044465,0.13375230526384319
1,-0.0550308799720212,0.0040031999044465,0.6494371679597566
2,-0.0550308799720212,0.0040031999044465,-0.9009914701585078
3,-0.0550308799720212,0.0040031999044465,0.4862271746439195
4,-0.0550308799720212,0.0040031999044465,0.32071986162551336
5,-0.0550308799720212,0.0040031999044465,0.7437909563389555
6,-0.0550308799720212,0.0040031999044465,-0.3107063337963446
7,-0.0550308799720212,0.0040031999044465,0.004633490492084169
8,-0.0550308799720212,0.0040031999044465,-0.09956630827725188
9,-0.0550308799720212,0.0040031999044465,-0.6246237883252411
10,-0.0550308799720212,0.0040031999044465,0.6601779145661164
11,-0.0550308799720212,0.0040031999044465,-0.9117590535330771
12,-0.0550308799720212,0.0040031999044465,0.03254871541294735
13,-0.0550308799720212,0.0040031999044465,-0.5105490712809628
14,-0.0550308799720212,0.0040031999044465,0.8062272111689504
15,-0.0550308799720212,0.0040031999044465,0.07770985337939962
16,-0.0550308799720212,0.0040031999044465,-0.7673140829028134
17,-0.0550308799720212,0.0040031999044465,0.7105770859655001
18,-0.0550308799720212,0.0040031999044465,-0.9224276102999552
19,-0.0550308799720212,0.0040031999044465,-0.6994621492366612
20,-0.0550308799720212,0.0040031999044465,-0.5442135315061369
21,-0.0550308799720212,0.0040031999044465,0.5449510083317579
22,-0.0550308799720212,0.0040031999044465,-0.26101466806986295
23,-0.0550308799720212,0.0040031999044465,-0.9676223794841811
24,-0.0550308799720212,0.0040031999044465,0.621216868003569
25,-0.0550308799720212,0.0040031999044465,-0.2570299405145847
26,-0.0550308799720212,0.0040031999044465,0.5551414916376542
27,-0.0550308799720212,0.0040031999044465,0.7545993672256932
28,-0.0550308799720212,0.0040031999044465,0.3325954234647084
29,-0.0550308799720212,0.0040031999044465,0.11027444300178879
30,-0.0550308799720212,0.0040031999044465,0.7888854661308373
31,-0.0550308799720212,0.0040031999044465,-0.7610855356682756
32,-0.0550308799720212,0.0040031999044465,-0.7997965906038966
33,-0.0550308799720212,0.0040031999044465,-0.9342136899484301
34,-0.0550308799720212,0.0040031999044465,-0.3334072944617358
35,-0.0550308799720212,0.0040031999044465,-0.6433067083042954
36,-0.0550308799720212,0.0040031999044465,0.9876592643468469
