,Unnamed: 0,sc_param1,sc_param2,sc_param3,sc_param4,sc_param5,sc_param6,"SRK_kappa_A[emimTf2N,R32]","SRK_kappa_A[R32,emimTf2N]","SRK_kappa_B[emimTf2N,R32]","SRK_kappa_B[R32,emimTf2N]","SRK_kappa_C[emimTf2N,R32]","SRK_kappa_C[R32,emimTf2N]",SSR
0,0,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-0.9878214112872412,-0.1079000297002872,,,,,,,
1,1,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.846852928700473,0.3113169574097352,,,,,,,
2,2,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.7685963475293422,-1.6550179537988667,,,,,,,
3,3,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.8886474159509812,0.0088140449700859,,,,,,,
4,4,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-1.6701773122446633,0.9346306987549222,,,,,,,
5,5,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-1.201307077653056,-1.4516234634275844,,,,,,,
6,6,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-0.1958734497683625,0.6857875762696759,,,,,,,
7,7,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,0.2476094528796233,1.241517447749004,,,,,,,
8,8,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-0.003202766113141,0.0504698096723958,,,,,,,
9,9,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,0.6436875450553332,-1.9932367577272596,,,,,,,
10,10,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,0.1261676328403136,-0.5827099819473505,,,,,,,
11,11,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.3845935678786776,1.8730629646360577,,,,,,,
12,12,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.0456028649785385,-1.3756770164287797,,,,,,,
13,13,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,0.5180906418995148,0.9224442286023478,,,,,,,
14,14,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-1.3414244653690202,-0.5364778054345098,,,,,,,
15,15,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,0.6282233652161913,-0.926628397875108,,,,,,,
16,16,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.6899311747476662,0.1286237805624521,,,,,,,
17,17,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.9029297499491455,-0.3303403935447244,,,,,,,
18,18,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.0835458104764395,1.674416750999136,,,,,,,
19,19,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,-1.2428308379707969,-0.5611111809531046,,,,,,,
20,20,0.1111972596581412,1.0554607528636804,-0.1612203685753409,-1.2138693882893186,1.5798837372631325,-1.529808506750506,,,,,,,
