,Param1,Param2,sc_param1,sc_param2,"PR_kappa_A[bmimpf6,R32]","PR_kappa_A[R32,bmimpf6]",SSR
0,0.590627937242759,0.473396162640126,0.18264364048077497,-0.05007967252834966,,,
1,0.0924206282420954,0.219842598621251,-0.8200628563804049,-0.5589842819421518,,,
2,0.38198335982754,0.343457511941981,-0.2372804945720426,-0.310878129600613,,,
3,0.053751106247803,0.659045042541833,-0.8978902592179285,0.322534181589887,,,
4,0.396842621803166,0.776562562151081,-0.20737431244193938,0.5584023211186657,,,
5,0.646596286743465,0.500342086894004,0.29528716587490034,0.0040031999044465305,,,
6,0.583119279892361,0.643969569559911,0.16753149866364536,0.29227636321024786,,,
7,0.980708671278308,0.30701527376839,0.9677314528261813,-0.38402095074634734,,,
8,0.42769583223228,0.281561081212566,-0.14527824522776578,-0.4351097846607507,,,
9,0.783671257287913,0.152061945670867,0.5711682319268432,-0.6950260956275625,,,
10,0.566761135390676,0.876082755239822,0.13460862203757862,0.7581482217081039,,,
11,0.03657801767558,0.269523221450211,-0.9324533159444157,-0.45927084248001027,,,
12,0.514102810649393,0.920206728126034,0.028626948589588475,0.8467089693131793,,,
13,0.402703051445031,0.122504956973057,-0.19557944157165263,-0.7543496071976362,,,
14,0.246159824737651,0.627089738498615,-0.5106428852894029,0.2583970372916411,,,
15,0.261303301565065,0.265727266842515,-0.4801646840956616,-0.46688966181886304,,,
16,0.421703752519784,0.525759674912318,-0.15733807885301243,0.0550185652484656,,,
17,0.932628699056211,0.56287558991721,0.8709643046028754,0.12951351585856385,,,
18,0.335696713890158,0.0525112035417496,-0.3304383422407613,-0.8948333108647393,,,
19,0.298960600443949,0.432617453582257,-0.4043745108927833,-0.13192617737159873,,,
20,0.377249763732713,0.209408085155623,-0.2468074675249693,-0.5799272807921036,,,
21,0.494270002906077,0.933105325878392,-0.011289136172618841,0.8725976050203896,,,
22,0.80270509410704,0.730933039001508,0.6094762846067947,0.46681979990258515,,,
23,0.271815711815895,0.127512035887536,-0.45900710196921546,-0.7442999533931749,,,
24,0.042758587630369,0.355396589020877,-0.9200141213842177,-0.2869153374343607,,,
25,0.318293509068635,0.28932837628397,-0.3654645376126233,-0.4195201309329082,,,
26,0.313537712487959,0.278653797649457,-0.37503619190801973,-0.4409449619806364,,,
27,0.823027941382248,0.577529259005543,0.6503786371604809,0.15892473621641323,,,
28,0.148621133601065,0.832898697533631,-0.7069520873646791,0.671473967670656,,,
29,0.80446881044764,0.461068254879586,0.6130259913280531,-0.07482288254017955,,,
30,0.860286975459702,0.825054865767021,0.7253672510593299,0.6557306979716466,,,
31,0.557749464984982,0.415760397413238,0.11647147250140244,-0.1657597920508328,,,
32,0.0347880572605221,0.763091797554982,-0.9360558422519945,0.5313652955425918,,,
33,0.504919412740734,0.350134882122646,0.01014417529438294,-0.29747605230443386,,,
34,0.709971119210432,0.952404168316432,0.42283719395373764,0.9113321024472849,,,
35,0.685549659361473,0.781823037451738,0.37368585472006743,0.5689605640626005,,,
36,0.901253694327041,0.0237714521398534,0.807818059028732,-0.9525165543183512,,,
37,0.695664378232014,0.788822029353766,0.3940430316265231,0.5830081648288308,,,
38,0.949143568994578,0.924900603557974,0.9042026113937456,0.856129995803466,,,
39,0.0148064841227728,0.337963915165036,-0.9762713365668347,-0.32190426813219375,,,
40,0.815067234486883,0.0758969928016699,0.6343566873026971,-0.8478959467807254,,,
41,0.0587302233847004,0.888097889889931,-0.8878691434863782,0.7822636682009514,,,
42,0.518871926731371,0.0990305263233831,0.03822541010007208,-0.8014648824540092,,,
43,0.642997745078249,0.568395952911943,0.28804463642631495,0.14059337657567794,,,
44,0.743505821426342,0.930206464868102,0.49033010940222055,0.8667793325149526,,,
45,0.29332742349331,0.547748824290805,-0.4157120063978259,0.0991527485682775,,,
