,Param2,sc_param2,"PR_kappa_A[R32,bmimpf6]",SSR
0,0.604210717330864,0.20815592562361052,,
1,0.492591498143853,-0.015290267900836096,,
2,0.592583845806205,0.18488054165563939,,
3,0.0987640433648785,-0.8036782024943023,,
4,0.339557630651206,-0.3216428424898523,,
5,0.897651146456374,0.7955829600702506,,
6,0.0553143600208122,-0.8906584414154142,,
7,0.266849958585283,-0.46719351630288675,,
8,0.68259832067343,0.3650770339593945,,
9,0.322993820261167,-0.3548012932376029,,
10,0.598247858319883,0.19621910902310802,,
11,0.775547872257762,0.5511491427108959,,
12,0.843590598961507,0.6873612430079146,,
13,0.317665588936376,-0.36546767324289164,,
14,0.934601167275131,0.8695517762180085,,
15,0.595606061764897,0.19093059877749696,,
16,0.531024103642801,0.06164647711955884,,
17,0.220539929628359,-0.5598997703673815,,
18,0.259769341713571,-0.48136792909051107,,
19,0.554670661991,0.10898360679438879,,
20,0.497369537086339,-0.005725296724847895,,
21,0.108369577503443,-0.7844492555829704,,
22,0.417842985594405,-0.16492642126618862,,
23,0.663989846813988,0.32782545057190426,,
24,0.23973339417164,-0.5214771167779748,,
25,0.208487891536901,-0.5840262788249976,,
26,0.665245875173316,0.33033984511699055,,
27,0.818684867646114,0.6375034237192558,,
28,0.117583512469167,-0.7660042358948878,,
29,0.0067497557218835,-0.9878780425706191,,
30,0.110259238838124,-0.7806664157157844,,
31,0.270665535742983,-0.4595552601119125,,
32,0.373322527710704,-0.25405020228289066,,
33,0.912757695049656,0.825824174845329,,
34,0.0373035997138954,-0.9267134851827341,,
35,0.999764635281514,1.0,,
36,0.369390972534671,-0.26192063037864766,,
37,0.751503661156364,0.503015967384663,,
38,0.408707376984689,-0.1832146424546034,,
39,0.879756425378725,0.7597602107435142,,
40,0.726885437188243,0.4537336979235893,,
41,0.278542014953385,-0.44378764132047444,,
42,0.929809894286572,0.8599603123175463,,
43,0.745949159013262,0.49189662458832895,,
44,0.79288788302333,0.5858614389396262,,
45,0.335118598680102,-0.3305291687345706,,
46,0.0830154466547299,-0.8352047085374823,,
47,0.324100894006393,-0.3525850851676723,,
48,0.0023997489318882,-0.9965861527519081,,
49,0.888112198426168,0.7764873093113436,,
50,0.361094651905463,-0.2785287134521278,,
51,0.164237325098566,-0.6726097746061364,,
52,0.406265571036068,-0.18810279924801887,,
53,0.163473242526945,-0.6741393619246162,,
54,0.0752935777411338,-0.8506628189615211,,
55,0.0006944123663134,-1.0,,
56,0.600350483147087,0.20042827226104087,,
57,0.141647810082761,-0.7178308501575439,,
58,0.0323497367564845,-0.9366304316471297,,
59,0.587798567870611,0.17530107901960768,,
60,0.44940879642624,-0.10173604664021163,,
61,0.924552338169946,0.8494354142752747,,
62,0.341683950022135,-0.3173862460621766,,
63,0.0283197342916831,-0.9446979375588607,,
64,0.298835045516513,-0.4031638090859099,,
65,0.366295194583478,-0.2681179484053222,,
66,0.776095777022962,0.5522459720480795,,
67,0.134521780205677,-0.7320961734824467,,
68,0.35599357481187,-0.28874036219631427,,
69,0.190664598673686,-0.6197060387746198,,
70,0.813648911013909,0.6274221371055673,,
71,0.8603546053106,0.7209204582954587,,
72,0.917115649865097,0.8345481958710481,,
73,0.70272357706338,0.405365005572093,,
74,0.553314266656306,0.10626829148705008,,
75,0.393460655426211,-0.21373646406187619,,
76,0.593957258006812,0.1876299223680371,,
77,0.346695180849113,-0.3073544570807061,,
78,0.444673227761636,-0.11121599821115535,,
79,0.330042434791463,-0.34069094469828054,,
80,0.959456177298648,0.9193080585161482,,
81,0.977852826401286,0.9561355981238411,,
82,0.367651236417034,-0.2654033407582256,,
83,0.215650889820689,-0.5696869498779552,,
84,0.607336343990342,0.21441299662380042,,
85,0.913635934541546,0.8275822884828818,,
86,0.852003493966797,0.7042026918116671,,
87,0.0956268444670977,-0.8099584395103286,,
88,0.218640007031463,-0.5637031518581284,,
89,0.105311428962068,-0.7905712447509622,,
90,0.490612836801316,-0.01925127343809141,,
91,0.0418182691930631,-0.9176757431389481,,
92,0.436085777531348,-0.12840688236188214,,
93,0.465136230606963,-0.07025190504537615,,
94,0.987062156975367,0.9745714004585537,,
95,0.978378464022804,0.9571878517281658,,
96,0.250742262459885,-0.49943888956283056,,
97,0.609977998113606,0.2197012217408616,,
98,0.786624888454016,0.5733237925847201,,
99,0.246277567603752,-0.5083765893435435,,
100,0.450265764653568,-0.10002051512366328,,
101,0.363818383767126,-0.273076180088226,,
102,0.850901390192776,0.7019964329346782,,
103,0.898831988833487,0.7979468427083849,,
104,0.638489401158024,0.27677709566937114,,
105,0.892487777940893,0.7852466125402147,,
106,0.295389931131831,-0.4100604501941385,,
107,0.525570320758804,0.05072876030865592,,
108,0.102185707146939,-0.7968285062395659,,
109,0.849002855022397,0.698195828879361,,
110,0.748526399982208,0.4970559035055324,,
111,0.841700919498191,0.683578366849716,,
112,0.47896788894603,-0.042562843712515286,,
113,0.737257558349831,0.47449724571770324,,
114,0.307965621201436,-0.38488566311478734,,
115,0.271839604015515,-0.457204938291478,,
116,0.248983536079977,-0.5029596158132361,,
117,0.149687817713532,-0.7017358701524129,,
118,0.434324258642872,-0.1319331988270771,,
119,0.910690622357766,0.8216861820506716,,
120,0.405366170046888,-0.18990327526772366,,
121,0.861757140268515,0.7237281387282166,,
122,0.831528511631055,0.6632146173678151,,
123,0.572375152837564,0.14442554158632737,,
124,0.57029618370743,0.14026373377252255,,
125,0.358088487551858,-0.28454663748720377,,
126,0.872631054896088,0.7454962074348264,,
127,0.331857717084606,-0.33705700135474626,,
128,0.397687866386007,-0.20527417409899185,,
129,0.617044464397131,0.23384730701383805,,
130,0.777030966257148,0.5541180911699111,,
131,0.404946070739714,-0.19074425580650545,,
132,0.194103729379961,-0.6128213761605348,,
133,0.986771480777381,0.9739895070314073,,
134,0.762348110491067,0.5247250506622325,,
135,0.535292005298494,0.07019022421120891,,
136,0.356591854875278,-0.28754268849994025,,
137,0.546791160349855,0.09320993751586037,,
138,0.136146647556229,-0.7288434144405231,,
139,0.753211630789658,0.506435085669082,,
140,0.333772767356513,-0.3332233363570666,,
141,0.473727883740358,-0.053052607265635876,,
142,0.632086790440328,0.2639599571522935,,
143,0.389941060474245,-0.22078220493421674,,
144,0.116201560998515,-0.7687707110413886,,
145,0.693164541119112,0.38622914159573396,,
146,0.236652784071441,-0.5276440708709715,,
147,0.947855770808098,0.8960856538753594,,
148,0.272922999625053,-0.4550361305646763,,
149,0.941200234795469,0.8827621940024213,,
150,0.57300716285893,0.1456907379796737,,
151,0.811770329172862,0.6236614768477415,,
152,0.643289677330855,0.28638658269586714,,
153,0.199292215195419,-0.6024347472800974,,
154,0.240664799738757,-0.5196125720327631,,
155,0.184155955977595,-0.6327354386041921,,
