,Param1,Param2,sc_param1,sc_param2,"SRK_kappa_A[bmimpf6,R32]","SRK_kappa_A[R32,bmimpf6]",SSR
0,0.605707192276257,0.604210717330864,0.21206654118325763,0.20815592562361052,,,
1,0.0269050444433531,0.492591498143853,-0.9468932600030091,-0.015290267900836096,,,
2,0.388988593905557,0.592583845806205,-0.22187819212755133,0.18488054165563939,,,
3,0.0464074271855139,0.0987640433648785,-0.9078428215930288,-0.8036782024943023,,,
4,0.209938049859545,0.339557630651206,-0.5803986014017863,-0.3216428424898523,,,
5,0.005022310313639,0.897651146456374,-0.9907099757690794,0.7955829600702506,,,
6,0.813291688605949,0.0553143600208122,0.6277216791200737,-0.8906584414154142,,,
7,0.967710276841676,0.266849958585283,0.9369204908231843,-0.46719351630288675,,,
8,0.413494294687225,0.68259832067343,-0.1728094002922259,0.3650770339593945,,,
9,0.654207707764344,0.322993820261167,0.3091811562515696,-0.3548012932376029,,,
10,0.692145728300862,0.598247858319883,0.3851460449497657,0.19621910902310802,,,
11,0.877723100971527,0.775547872257762,0.7567353967521622,0.5511491427108959,,,
12,0.344109479286406,0.843590598961507,-0.31174152444442227,0.6873612430079146,,,
13,0.707481036229356,0.317665588936376,0.41585257479676363,-0.36546767324289164,,,
14,0.250248355224626,0.934601167275131,-0.4996835873566775,0.8695517762180085,,,
15,0.408450739468225,0.595606061764897,-0.18290832230861698,0.19093059877749696,,,
16,0.184888208845675,0.531024103642801,-0.6305569480317709,0.06164647711955884,,,
17,0.820095168849426,0.220539929628359,0.6413445727805014,-0.5598997703673815,,,
18,0.448929029367959,0.259769341713571,-0.1018569457886751,-0.48136792909051107,,,
19,0.782273619011377,0.554670661991,0.565612898243737,0.10898360679438879,,,
20,0.382215939914322,0.497369537086339,-0.2354393610910278,-0.005725296724847895,,,
21,0.979261303963573,0.108369577503443,0.9600495965924252,-0.7844492555829704,,,
22,0.373288158394025,0.417842985594405,-0.25331583223844467,-0.16492642126618862,,,
23,0.0800011362088449,0.663989846813988,-0.8405767299301676,0.32782545057190426,,,
24,0.520299185908957,0.23973339417164,0.04105051014437899,-0.5214771167779748,,,
25,0.805261688862566,0.208487891536901,0.611642874055232,-0.5840262788249976,,,
26,0.690895231957961,0.665245875173316,0.38264212370762984,0.33033984511699055,,,
27,0.247347225524384,0.818684867646114,-0.5054926409567666,0.6375034237192558,,,
28,0.961079111889509,0.117583512469167,0.9236426312931685,-0.7660042358948878,,,
29,0.790311227799394,0.0067497557218835,0.5817069392175835,-0.9878780425706191,,,
30,0.302832017131405,0.110259238838124,-0.39439311706851254,-0.7806664157157844,,,
31,0.559205467153149,0.270665535742983,0.11895418784234635,-0.4595552601119125,,,
32,0.60322965149697,0.373322527710704,0.20710565743439102,-0.25405020228289066,,,
33,0.254650694157559,0.912757695049656,-0.49086859958655693,0.825824174845329,,,
34,0.600638136930707,0.0373035997138954,0.2019165591946337,-0.9267134851827341,,,
35,0.812609826413917,0.999764635281514,0.6263563578726101,1.0,,,
36,0.470174150907968,0.369390972534671,-0.0593169484366004,-0.26192063037864766,,,
37,0.567410198110919,0.751503661156364,0.1353828645416406,0.503015967384663,,,
38,0.661854594385978,0.408707376984689,0.32449283785448846,-0.1832146424546034,,,
39,0.32791790690416,0.879756425378725,-0.34416258849762327,0.7597602107435142,,,
40,0.920892021257563,0.726885437188243,0.8431743352727803,0.4537336979235893,,,
41,0.842037855609732,0.278542014953385,0.6852813342117294,-0.44378764132047444,,,
42,0.604676252360923,0.929809894286572,0.21000224697878034,0.8599603123175463,,,
43,0.0834450316851676,0.745949159013262,-0.8336808736665218,0.49189662458832895,,,
44,0.620130079439172,0.79288788302333,0.24094609268708078,0.5858614389396262,,,
45,0.130574103961939,0.335118598680102,-0.7393123568244786,-0.3305291687345706,,,
46,0.451411438104197,0.0830154466547299,-0.09688631472556442,-0.8352047085374823,,,
47,0.687321624491691,0.324100894006393,0.37548653968961454,-0.3525850851676723,,,
48,0.173965460894474,0.0023997489318882,-0.6524280240831095,-0.9965861527519081,,,
49,0.804905104490539,0.888112198426168,0.610928870220834,0.7764873093113436,,,
50,0.771237767704118,0.361094651905463,0.5435153506018189,-0.2785287134521278,,,
51,0.622349135862355,0.164237325098566,0.24538940237530915,-0.6726097746061364,,,
52,0.90383806266734,0.406265571036068,0.8090264791682973,-0.18810279924801887,,,
53,0.871046244476701,0.163473242526945,0.7433660471311121,-0.6741393619246162,,,
54,0.843654564437845,0.0752935777411338,0.6885185380628578,-0.8506628189615211,,,
55,0.0570294059695741,0.0006944123663134,-0.8865739882518416,-1.0,,,
56,0.949941502248754,0.600350483147087,0.9013413286748753,0.20042827226104087,,,
57,0.497833905147415,0.141647810082761,-0.003932663160131411,-0.7178308501575439,,,
58,0.311975111264213,0.0323497367564845,-0.3760855164522038,-0.9366304316471297,,,
59,0.443314552130216,0.587798567870611,-0.11309904889347899,0.17530107901960768,,,
60,0.730481813116186,0.44940879642624,0.4619079944383402,-0.10173604664021163,,,
61,0.124191383286677,0.924552338169946,-0.7520927459652678,0.8494354142752747,,,
62,0.566014673728329,0.341683950022135,0.13258854757676297,-0.3173862460621766,,,
63,0.927225124443244,0.0283197342916831,0.8558553732344569,-0.9446979375588607,,,
64,0.582269724069563,0.298835045516513,0.16513671620793402,-0.4031638090859099,,,
65,0.484954120079461,0.366295194583478,-0.029722396659854322,-0.2681179484053222,,,
66,0.377034239720497,0.776095777022962,-0.24581489658087885,0.5522459720480795,,,
67,0.464407934451308,0.134521780205677,-0.07086288533961427,-0.7320961734824467,,,
68,0.739024839294433,0.35599357481187,0.47901405383729134,-0.28874036219631427,,,
69,0.884807531339601,0.190664598673686,0.7709208486231378,-0.6197060387746198,,,
70,0.537070112452597,0.813648911013909,0.07463163931865724,0.6274221371055673,,,
71,0.33246261620274,0.8603546053106,-0.33506252657689206,0.7209204582954587,,,
72,0.519105252838618,0.917115649865097,0.03865984791375232,0.8345481958710481,,,
73,0.900237495116653,0.70272357706338,0.8018169118432177,0.405365005572093,,,
74,0.750899021469084,0.553314266656306,0.5027902265137549,0.10626829148705008,,,
75,0.734599779807544,0.393460655426211,0.4701535717496492,-0.21373646406187619,,,
76,0.779914935513387,0.593957258006812,0.5608900074111323,0.1876299223680371,,,
77,0.76986647344381,0.346695180849113,0.5407695506263956,-0.3073544570807061,,,
78,0.558950353285395,0.444673227761636,0.11844336265180577,-0.11121599821115535,,,
79,0.36143138790628,0.330042434791463,-0.2770571407644028,-0.34069094469828054,,,
80,0.0488471645337208,0.959456177298648,-0.9029576332387504,0.9193080585161482,,,
81,0.111945557541834,0.977852826401286,-0.7766130761398237,0.9561355981238411,,,
82,0.161599523751576,0.367651236417034,-0.6771888583444785,-0.2654033407582256,,,
83,0.868528558280555,0.215650889820689,0.7383247785313676,-0.5696869498779552,,,
84,0.50379579758122,0.607336343990342,0.00800508395370847,0.21441299662380042,,,
85,0.335817030840785,0.913635934541546,-0.3283458415463326,0.8275822884828818,,,
86,0.655226561192842,0.852003493966797,0.31122124917684824,0.7042026918116671,,,
87,0.671393295540735,0.0956268444670977,0.3435925789927743,-0.8099584395103286,,,
88,0.0270890550588335,0.218640007031463,-0.9465248078347996,-0.5637031518581284,,,
89,0.992389703347454,0.105311428962068,0.9863371409576358,-0.7905712447509622,,,
90,0.2225733274365,0.490612836801316,-0.5550984554998595,-0.01925127343809141,,,
91,0.233620351321538,0.0418182691930631,-0.5329785365371542,-0.9176757431389481,,,
92,0.155055783677552,0.436085777531348,-0.6902916633765617,-0.12840688236188214,,,
93,0.892002630195317,0.465136230606963,0.7853278966456056,-0.07025190504537615,,,
94,0.200801675324811,0.987062156975367,-0.5986927470852185,0.9745714004585537,,,
95,0.580008828667406,0.978378464022804,0.16060963057841882,0.9571878517281658,,,
96,0.527051525376478,0.250742262459885,0.05457100248553681,-0.49943888956283056,,,
97,0.874733550871216,0.609977998113606,0.7507492952788604,0.2197012217408616,,,
98,0.881894955133804,0.786624888454016,0.7650888752051939,0.5733237925847201,,,
99,0.904608434788243,0.246277567603752,0.8105690275562467,-0.5083765893435435,,,
100,0.0913300190976243,0.450265764653568,-0.8178924328701078,-0.10002051512366328,,,
101,0.776618642775776,0.363818383767126,0.5542897022980002,-0.273076180088226,,,
102,0.0222398916394391,0.850901390192776,-0.9562344910028785,0.7019964329346782,,,
103,0.880563930038349,0.898831988833487,0.7624237078664442,0.7979468427083849,,,
104,0.829424371044576,0.638489401158024,0.6600248253707854,0.27677709566937114,,,
105,0.192686212188085,0.892487777940893,-0.6149426790847621,0.7852466125402147,,,
106,0.421464417026818,0.295389931131831,-0.15685049026276343,-0.4100604501941385,,,
107,0.0651767133580639,0.525570320758804,-0.8702602931722347,0.05072876030865592,,,
108,0.1098685376735,0.102185707146939,-0.7807719800807938,-0.7968285062395659,,,
109,0.551342182076127,0.849002855022397,0.10320920254182986,0.698195828879361,,,
110,0.691241827594795,0.748526399982208,0.38333612667887174,0.4970559035055324,,,
