,Unnamed: 0,sc_param1,sc_param2,sc_param3,sc_param4,sc_param5,sc_param6,sc_param7,sc_param8,"PR_kappa_A[bmimpf6,R32]","PR_kappa_A[R32,bmimpf6]","PR_kappa_B[bmimpf6,R32]","PR_kappa_B[R32,bmimpf6]","PR_kappa_C[bmimpf6,R32]","PR_kappa_C[R32,bmimpf6]","PR_kappa_D[bmimpf6,R32]","PR_kappa_D[R32,bmimpf6]",SSR
0,0,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.6022194281465731,0.3615949945316743,,,,,,,,,
1,1,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.676432960131429,0.8049462005051586,,,,,,,,,
2,2,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.6986844212544587,0.0533468204339604,,,,,,,,,
3,3,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.9658761079049986,0.7397193821813852,,,,,,,,,
4,4,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.0497296087947654,-0.8534343769270951,,,,,,,,,
5,5,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.8037751536360964,-0.1283378364807134,,,,,,,,,
6,6,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.3890336771455005,-0.3509226971471813,,,,,,,,,
7,7,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.9857500809192944,0.061252906558562,,,,,,,,,
8,8,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.7180744526708316,0.3894114897186602,,,,,,,,,
9,9,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.6179114739787517,-0.274766297498321,,,,,,,,,
10,10,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.8785068116647956,-0.9946955786349868,,,,,,,,,
11,11,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.0635979143039353,-0.7350852054368171,,,,,,,,,
12,12,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.7822614038210208,-0.0418623937411762,,,,,,,,,
13,13,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.2837822370166856,-0.2213921466537831,,,,,,,,,
14,14,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.463926974890832,-0.6229644464603614,,,,,,,,,
15,15,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.6484478267452303,0.6045161232595455,,,,,,,,,
16,16,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.1828826680058877,0.5977488821679178,,,,,,,,,
17,17,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.1281554625075892,-0.668146776241344,,,,,,,,,
18,18,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.5761006889064408,0.318207515613933,,,,,,,,,
19,19,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.6223556848317391,-0.7949233331001866,,,,,,,,,
20,20,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.492061817178703,-0.948465323667615,,,,,,,,,
21,21,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.3605191242286292,0.4908688378839909,,,,,,,,,
22,22,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.1936274221006799,0.8887907033186593,,,,,,,,,
23,23,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.2654798716278904,-0.1108978365635287,,,,,,,,,
24,24,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.1429356789241027,-0.2721254351295193,,,,,,,,,
25,25,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.9483470800474884,-0.7835569779237748,,,,,,,,,
26,26,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.4954132728832057,0.2179924471076466,,,,,,,,,
27,27,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.1993793319941015,-0.2251780484529808,,,,,,,,,
28,28,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.7986610881078349,-0.8594795174887091,,,,,,,,,
29,29,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.3399265257489284,-0.0003794420866085,,,,,,,,,
30,30,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.3092599043780686,0.5315896577448129,,,,,,,,,
31,31,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.1065714655412028,-0.299488514444998,,,,,,,,,
32,32,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.5022307380899083,-0.4370620986546905,,,,,,,,,
33,33,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.5166360303292874,-0.971575873723749,,,,,,,,,
34,34,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.7230689948158286,-0.7781197841481137,,,,,,,,,
35,35,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.0086475147434259,0.2755966930397007,,,,,,,,,
36,36,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.920287721921674,0.9651371470181642,,,,,,,,,
37,37,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.206107496731417,-0.2425254532854069,,,,,,,,,
38,38,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.5771456576026104,0.9426377770242124,,,,,,,,,
39,39,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.3295444789447583,-0.7169280760189807,,,,,,,,,
40,40,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.068391630289749,0.4827181478806837,,,,,,,,,
41,41,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.6623963954637684,0.4759586477782853,,,,,,,,,
42,42,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.7002866612313461,-0.0852476596966765,,,,,,,,,
43,43,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.2966764617120467,-0.3749927701709248,,,,,,,,,
44,44,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.1021770063304486,0.2066234107353195,,,,,,,,,
45,45,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.3142841606186937,-0.3593697223658243,,,,,,,,,
46,46,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.2158893834417812,0.2281165201918362,,,,,,,,,
47,47,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.921944121416551,-0.7334314315523538,,,,,,,,,
48,48,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.5259719137550076,0.9881840826355512,,,,,,,,,
49,49,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.1842615908115923,-0.2452963628669707,,,,,,,,,
50,50,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.8794590531252852,0.1836852543394169,,,,,,,,,
51,51,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.5665978278487516,0.912549305658444,,,,,,,,,
52,52,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.9931323820978064,-0.8664729343940382,,,,,,,,,
53,53,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.2779394138635502,0.125178553194871,,,,,,,,,
54,54,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.4397086857321142,0.9197929526057298,,,,,,,,,
55,55,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.1180471287646698,0.4167963281953351,,,,,,,,,
56,56,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.9554453997056334,0.3639206959114227,,,,,,,,,
57,57,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.6516800954569097,0.8978877142347723,,,,,,,,,
58,58,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.2961431955250051,0.3725404294656369,,,,,,,,,
59,59,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,-0.9000373460133911,-0.6801549265100196,,,,,,,,,
60,60,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.7797456341161759,-0.0996846487764946,,,,,,,,,
61,61,0.2813668959987896,-1.01273411338854,-0.927035208293402,1.1052677651675435,0.742796706558877,-0.0226544655006968,0.2664206328398075,0.1589329284993739,,,,,,,,,
