,Param1,sc_param1,"SRK_kappa_A[emimTf2N,R125]",SSR
0,0.526236342831998,0.10494216509195597,,
1,0.274364124229836,-0.9028993620044046,,
2,0.243434134686915,-1.026662626039688,,
3,0.838535567667776,1.3545763225083092,,
4,0.327871828940526,-0.6887936256658433,,
5,0.489483243457183,-0.04212169135481392,,
6,0.247545427022519,-1.0102117003724969,,
7,0.153664264797441,-1.3858677946714637,,
8,0.162237932434803,-1.3515611199122912,,
9,0.635904994429997,0.5437703213472855,,
10,0.678739816386611,0.715169583295439,,
11,0.404645625405101,-0.3815909468660059,,
12,0.707461366487612,0.8300959974709126,,
13,0.354996970132161,-0.5802550823004768,,
14,0.8188335316632,1.2757405931692065,,
15,0.0672824323912716,-1.7315160696927263,,
16,0.137103128355721,-1.4521355281059245,,
17,0.132320496537047,-1.4712727516648494,,
18,0.0246626806883232,-1.9020547495008953,,
19,0.795119478887775,1.1808511794201708,,
20,0.0562515948489173,-1.7756548644178336,,
21,0.924560696362859,1.698797283255304,,
22,0.912232233391866,1.6494661699773356,,
23,0.954312830196458,1.8178474753076177,,
24,0.833782552894538,1.3355576085987049,,
25,0.0127810597232585,-1.9495978691203137,,
26,0.347279660185737,-0.6111351272877534,,
27,0.0010272642139665,-1.9966295079449758,,
28,0.877915198450767,1.5121499820610893,,
29,0.38484388127589,-0.46082564830752526,,
30,0.344562779581106,-0.6220064536797874,,
31,0.215491437094801,-1.1384725396884425,,
32,0.475858120793529,-0.09664125888958153,-0.026623584515409787,20.869835906363193
33,0.145899683871191,-1.416936989763343,,
34,0.925752607532761,1.7035665967600009,,
35,0.2739846337541,-0.9044178552415982,,
36,0.384481822600361,-0.4622743899371846,,
37,0.508057631719762,0.03220186816806869,,
38,0.675506116819296,0.7022302574413186,,
39,0.347868570322369,-0.6087786621931921,,
40,0.910878194314513,1.6440481178434356,,
41,0.49820823441509,-0.007209511441838901,,
42,0.802638368024317,1.2109372633539057,,
43,0.908856343743251,1.6359578847140726,,
44,0.872888361796995,1.4920355972443824,,
45,0.355764183497627,-0.5771851546437023,,
46,0.43911671992239,-0.24365830494227558,,
47,0.427772390783206,-0.2890515049822455,,
48,0.959063111665069,1.8368552521717443,,
49,0.420717190745282,-0.31728218329862945,,
50,0.0469780200349058,-1.8127621478414113,,
51,0.232674283785361,-1.0697170947863186,,
52,0.804483336729394,1.2183197213617372,,
53,0.188220607813036,-1.2475940393959226,,
54,0.0471553530152009,-1.812052567631823,,
55,0.855764354122161,1.4235155907871624,,
56,0.836887095740202,1.3479801267306164,,
57,0.0849528961891044,-1.6608094736364198,,
58,0.493462549596619,-0.026198895269518907,,
59,0.360705109109852,-0.5574145342794141,,
60,0.69917571987857,0.7969418100905741,,
61,0.653332128459872,0.6135032576395747,,
62,0.284804743543621,-0.8611222665731004,,
63,0.0022933209771751,-1.991563508253925,,
64,0.462430921288591,-0.15036885667224564,,
65,0.940389020351299,1.7621327408473246,,
66,0.312848820173951,-0.7489066948281167,,
67,0.428247637532787,-0.28714985257888204,,
68,0.147099422277464,-1.4121363563540499,,
69,0.573200321760909,0.2928638362668039,,
70,0.735378705298934,0.9418044404910262,,
71,0.39433547639595,-0.4228459784039882,,
72,0.558172638072595,0.2327320608720984,,
73,0.0124258483064661,-1.9510192121280059,,
74,0.0338825425455007,-1.8651623931095282,,
75,0.221729491633223,-1.1135115874762258,,
76,0.17149928643959,-1.314502736836277,,
77,0.871893970194509,1.4880566385615106,,
