,Param1,Param2,sc_param1,sc_param2,"PR_kappa_A[emimTf2N,R125]","PR_kappa_A[R125,emimTf2N]",SSR
0,0.526236342831998,0.59567516349226,0.10494216509195597,0.382672759479985,,,
1,0.274364124229836,0.198176113109612,-0.9028993620044046,-1.2075527744271564,,,
2,0.243434134686915,0.636332340393527,-1.026662626039688,0.5453249237624807,,,
3,0.838535567667776,0.816535809996796,1.3545763225083092,1.2662427684363733,,,
4,0.327871828940526,0.811058224424746,-0.6887936256658433,1.2443292659199519,,,
5,0.489483243457183,0.848048846688135,-0.04212169135481392,1.3923130962755952,,,
6,0.247545427022519,0.129162107755225,-1.0102117003724969,-1.4836486126589783,,,
7,0.153664264797441,0.218836473450551,-1.3858677946714637,-1.1248994133128178,,,
8,0.162237932434803,0.875478971274318,-1.3515611199122912,1.502049420106336,,,
9,0.635904994429997,0.130798274489055,0.5437703213472855,-1.4771030017566094,,,
10,0.678739816386611,0.396146869803328,0.715169583295439,-0.4155555307652934,,,
11,0.404645625405101,0.641805578905684,-0.3815909468660059,0.567221035531345,,,
12,0.707461366487612,0.325614985250326,0.8300959974709126,-0.6977237615140293,,,
13,0.354996970132161,0.302372069832245,-0.5802550823004768,-0.7907088329115479,,,
14,0.8188335316632,0.517253335688742,1.2757405931692065,0.06894020371972776,,,
15,0.0672824323912716,0.572708824821525,-1.7315160696927263,0.29079415463953406,,,
16,0.137103128355721,0.970724196902757,-1.4521355281059245,1.8830852732267096,,,
17,0.132320496537047,0.304266203236607,-1.4712727516648494,-0.783131206496231,,,
18,0.0246626806883232,0.0519654686822474,-1.9020547495008953,-1.7924797066389238,,,
19,0.795119478887775,0.0456818977534254,1.1808511794201708,-1.8176176155861536,,,
20,0.0562515948489173,0.607750527919539,-1.7756548644178336,0.4309811839278117,,,
21,0.924560696362859,0.472951644812198,1.698797283255304,-0.10829211912311609,,,
22,0.912232233391866,0.60389438478609,1.6494661699773356,0.4155543866378353,,,
23,0.954312830196458,0.549886975262478,1.8178474753076177,0.1994935896071195,,,
24,0.833782552894538,0.0004073709106978,1.3355576085987049,-1.9987418435599384,,,
25,0.0127810597232585,0.277871132998508,-1.9495978691203137,-0.8887267157722696,,,
