,Param1,Param2,Param4,sc_param1,sc_param2,sc_param4,"SRK_kappa_A[emimTf2N,R125]","SRK_kappa_A[R125,emimTf2N]","SRK_kappa_B[R125,emimTf2N]",SSR
0,0.526236342831998,0.59567516349226,0.210112896695628,0.10494216509195597,0.382672759479985,-1.159643176594666,,,,
1,0.274364124229836,0.198176113109612,0.555539346488041,-0.9028993620044046,-1.2075527744271564,0.22230114106633803,,,,
2,0.243434134686915,0.636332340393527,0.0964223343401588,-1.026662626039688,0.5453249237624807,-1.6144839298526856,,,,
3,0.838535567667776,0.816535809996796,0.803169899866983,1.3545763225083092,1.2662427684363733,1.2129943445744469,,,,
4,0.327871828940526,0.811058224424746,0.0876769691994741,-0.6887936256658433,1.2443292659199519,-1.6494714291287336,,,,
5,0.489483243457183,0.848048846688135,0.295423093894896,-0.04212169135481392,1.3923130962755952,-0.8183434807291134,,,,
6,0.247545427022519,0.129162107755225,0.512255012500041,-1.0102117003724969,-1.4836486126589783,0.049133917090279144,,,,
7,0.153664264797441,0.218836473450551,0.614458292656469,-1.3858677946714637,-1.1248994133128178,0.4580176095329689,,,,
8,0.162237932434803,0.875478971274318,0.0199070396118678,-1.3515611199122912,1.502049420106336,-1.9205979429152753,,,,
9,0.635904994429997,0.130798274489055,0.20248111128699,0.5437703213472855,-1.4771030017566094,-1.1901755880107967,,,,
10,0.678739816386611,0.396146869803328,0.485963361349458,0.715169583295439,-0.4155555307652934,-0.05605084201345667,,,,
11,0.404645625405101,0.641805578905684,0.997639182882417,-0.3815909468660059,0.567221035531345,1.9910057585362142,,,,
12,0.707461366487612,0.325614985250326,0.220825605629351,0.8300959974709126,-0.6977237615140293,-1.1167849436868744,,,,
13,0.354996970132161,0.302372069832245,0.0547088336777994,-0.5802550823004768,-0.7907088329115479,-1.7813667358588232,,,,
14,0.8188335316632,0.517253335688742,0.213554638851316,1.2757405931692065,0.06894020371972776,-1.145873831433733,,,,
15,0.0672824323912716,0.572708824821525,0.242742823172596,-1.7315160696927263,0.29079415463953406,-1.0291009395782442,,,,
16,0.137103128355721,0.970724196902757,0.256029143489633,-1.4521355281059245,1.8830852732267096,-0.9759464840471537,,,,
17,0.132320496537047,0.304266203236607,0.453964431649309,-1.4712727516648494,-0.783131206496231,-0.18406865621653723,,,,
18,0.0246626806883232,0.0519654686822474,0.0994708730023772,-1.9020547495008953,-1.7924797066389238,-1.6022876701743825,,,,
19,0.795119478887775,0.0456818977534254,0.150865925463088,1.1808511794201708,-1.8176176155861536,-1.3966719718205025,,,,
20,0.0562515948489173,0.607750527919539,0.321727419860886,-1.7756548644178336,0.4309811839278117,-0.7131080136117338,,,,
21,0.924560696362859,0.472951644812198,0.582008905801806,1.698797283255304,-0.10829211912311609,0.3281976556691748,,,,
22,0.912232233391866,0.60389438478609,0.15311796133299,1.6494661699773356,0.4155543866378353,-1.3876622733001658,,,,
23,0.954312830196458,0.549886975262478,0.157742607993416,1.8178474753076177,0.1994935896071195,-1.3691604933194887,,,,
24,0.833782552894538,0.0004073709106978,0.515901723378462,1.3355576085987049,-1.9987418435599384,0.06372327867395322,,,,
25,0.0127810597232585,0.277871132998508,0.0202390433445332,-1.9495978691203137,-0.8887267157722696,-1.9192696987345679,,,,
26,0.347279660185737,0.814631105526134,0.253942585936579,-0.6111351272877534,1.2586228516570048,-0.9842941550365889,,,,
27,0.0010272642139665,0.218067620628759,0.665799655457747,-1.9966295079449758,-1.1279752681805295,0.6634185121761704,,,,
28,0.877915198450767,0.494087904613426,0.266990717968594,1.5121499820610893,-0.023734885603055478,-0.9320926171156505,,,,
29,0.38484388127589,0.899736097398926,0.98377852963241,-0.46082564830752526,1.599091919466837,1.9355535746938135,,,,
30,0.344562779581106,0.939676631848517,0.42103158684618,-0.6220064536797874,1.75887710048424,-0.3158227757040468,,,,
31,0.215491437094801,0.0666351297103824,0.570161894470108,-1.1384725396884425,-1.7337925990389276,0.280801429928661,,,,
32,0.475858120793529,0.351420648744912,0.828103821582927,-0.09664125888958153,-0.5944862192632931,1.3127472484214469,,,,
33,0.145899683871191,0.103641361858071,0.0201958476365309,-1.416936989763343,-1.5857463201401476,-1.9194425113934044,,,,
34,0.925752607532761,0.663970068703397,0.758675168585556,1.7035665967600009,0.6558917822624828,1.0349846956399955,,,,
35,0.2739846337541,0.787306871194677,0.07677847200409,-0.9044178552415982,1.149310149937298,-1.6930729433707856,,,,
36,0.384481822600361,0.98551024712535,0.744078044184784,-0.4622743899371846,1.9422380047539072,0.9765861186579481,,,,
37,0.508057631719762,0.526377417594011,0.547038930867114,0.03220186816806869,0.10544179537196374,0.18829360900804737,,,,
38,0.675506116819296,0.760081060600758,0.554341370449282,0.7022302574413186,1.040391199952155,0.21750840970354846,,,,
39,0.347868570322369,0.214808180046231,0.742365685734142,-0.6087786621931921,-1.1410149110063414,0.9697355024642964,,,,
