,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,sc_param1,sc_param2,sc_param3,sc_param4,sc_param5,sc_param6,sc_param7,sc_param8,"PR_kappa_A[emimTf2N,R125]","PR_kappa_A[R125,emimTf2N]","PR_kappa_B[emimTf2N,R125]","PR_kappa_B[R125,emimTf2N]","PR_kappa_C[emimTf2N,R125]","PR_kappa_C[R125,emimTf2N]","PR_kappa_D[emimTf2N,R125]","PR_kappa_D[R125,emimTf2N]",SSR
0,0.526236342831998,0.59567516349226,0.997558531946219,0.210112896695628,0.895750233901945,0.580518135151595,0.0340632919060301,0.377442896145222,0.10494216509195597,0.382672759479985,1.9905664716032523,-1.159643176594666,1.5831667927851591,0.32207270290758583,-1.8642703410462225,-0.490372999354751,,,,,,,,,
1,0.274364124229836,0.198176113109612,0.574209420609957,0.555539346488041,0.43583239795602,0.862057726185172,0.612840468178686,0.873264661093336,-0.9028993620044046,-1.2075527744271564,0.29697601736380275,0.22230114106633803,-0.2565914222764234,1.4483934275117463,0.4514229117544666,1.4935126467290454,,,,,,,,,
2,0.243434134686915,0.636332340393527,0.0318650676734322,0.0964223343401588,0.357952829724377,0.462203713454519,0.605042635175804,0.946530225154543,-1.026662626039688,0.5453249237624807,-1.8726499354220216,-1.6144839298526856,-0.5681244054340076,-0.1512532143737244,0.42022370416385213,1.7866633536337169,,,,,,,,,
3,0.838535567667776,0.816535809996796,0.197909912823497,0.803169899866983,0.924912528935124,0.247926028841126,0.109100374589155,0.599486122116111,1.3545763225083092,1.2662427684363733,-1.2083944611771416,1.2129943445744469,1.699821481218788,-1.0084875241709395,-1.5640462250950746,0.39806796866101424,,,,,,,,,
4,0.327871828940526,0.811058224424746,0.622707433605209,0.0876769691994741,0.808618713307916,0.673145258482835,0.808944025197576,0.545434060440696,-0.6887936256658433,1.2443292659199519,0.49099029460909005,-1.6494714291287336,1.234624252629096,0.6926346131719181,1.236035198581979,0.1817944670120628,,,,,,,,,
5,0.489483243457183,0.848048846688135,0.991938294447618,0.295423093894896,0.178159597529414,0.724748018698978,0.260798948283744,0.98292461820861,-0.04212169135481392,1.3923130962755952,1.968082946013355,-0.8183434807291134,-1.2873312943402446,0.8990754127228748,-0.957098719275391,1.9322848633821867,,,,,,,,,
6,0.247545427022519,0.129162107755225,0.135438956446145,0.512255012500041,0.438665930893158,0.0956155743216628,0.052862309320269,0.892036944899234,-1.0102117003724969,-1.4836486126589783,-1.4583069153546024,0.049133917090279144,-0.24525675531786684,-1.617817177841891,-1.7890552849415777,1.568624444999195,,,,,,,,,
7,0.153664264797441,0.218836473450551,0.559925301170751,0.614458292656469,0.939139399039782,0.452910161999851,0.0383445363199182,0.0844651177482685,-1.3858677946714637,-1.1248994133128178,0.23983299360004073,0.4580176095329689,1.7567316488704208,-0.18843277967088112,-1.8471410394613221,-1.662637813595125,,,,,,,,,
8,0.162237932434803,0.875478971274318,0.8881415839649,0.0199070396118678,0.582217652215707,0.548376084799257,0.0847889842891797,0.112262746304432,-1.3515611199122912,1.502049420106336,1.5528485369930425,-1.9205979429152753,0.3289772446447752,0.19348596556736153,-1.661316340075102,-1.551413740376974,,,,,,,,,
9,0.635904994429997,0.130798274489055,0.186242016035809,0.20248111128699,0.9791388970883,0.0520906494475863,0.693168892638832,0.505400014206368,0.5437703213472855,-1.4771030017566094,-1.2550713953941686,-1.1901755880107967,1.9167371963433677,-1.7919419776348442,0.7728177389112991,0.02160995053112602,,,,,,,,,
10,0.678739816386611,0.396146869803328,0.32079399846996,0.485963361349458,0.873055966501726,0.653555717523247,0.0690374998714692,0.542712877408465,0.715169583295439,-0.4155555307652934,-0.716801804299001,-0.05605084201345667,1.492385436592515,0.6142651522827229,-1.724338186276073,0.17090644970492663,,,,,,,,,
11,0.404645625405101,0.641805578905684,0.054044700165615,0.997639182882417,0.403177805103477,0.364857003567369,0.733403948840537,0.227420155230443,-0.3815909468660059,0.567221035531345,-1.783921241156584,1.9910057585362142,-0.3872159616278845,-0.5406961925900615,0.9337985999265448,-1.090645079621586,,,,,,,,,
12,0.707461366487612,0.325614985250326,0.222361848444961,0.220825605629351,0.297372710616809,0.0098654215549277,0.205120863536091,0.235949078046127,0.8300959974709126,-0.6977237615140293,-1.1105755130624821,-1.1167849436868744,-0.8104563245002241,-1.960867239982629,-1.1798672914733137,-1.0565190917227638,,,,,,,,,
