,0
0,8794.438352254887
1,90867.89231720938
2,226733.31348480206
3,369463.64619913336
4,525280.8699764172
5,689476.6492138469
6,916547.974685485
7,9758.282718854847
8,96630.61536200675
9,237344.6329466571
10,379001.4681643497
11,520388.1124645489
12,666818.2607228828
13,813733.5610998231
14,989222.9861691183
15,9100.008952672326
16,102559.73158435508
17,258281.45763822613
18,403458.1246723781
19,554031.6918212033
20,697189.378988156
21,829927.728459448
22,976651.3780353402
23,6062.285123356011
24,104739.02533914805
25,265607.3487301458
26,425107.95946042327
27,582654.1302974365
28,737535.2836750738
29,888907.4442922482
30,1031484.6246166817
